utterance_id,activation,valence,dominance,activation_norm,valence_norm,dominance_norm,source_file,emotion
Ses01F_impro04_M033,2,4,3,0.25,0.75,0.5,Ses01F_impro04_e2_atr.txt,content
Ses01F_impro04_M034,4,4,3,0.75,0.75,0.5,Ses01F_impro04_e2_atr.txt,excited
Ses01F_impro04_M035,2,4,3,0.25,0.75,0.5,Ses01F_impro04_e2_atr.txt,content
Ses01F_impro04_M036,3,4,4,0.5,0.75,0.75,Ses01F_impro04_e2_atr.txt,happy
Ses01F_impro05_F000,4,2,1,0.75,0.25,0.0,Ses01F_impro05_e3_atr.txt,afraid
Ses01F_impro05_F001,4,4,2,0.75,0.75,0.25,Ses01F_impro05_e3_atr.txt,excited
Ses01F_impro05_F002,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F003,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F004,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F005,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_F006,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_F007,4,3,3,0.75,0.5,0.5,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_F008,4,3,3,0.75,0.5,0.5,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_F009,4,3,3,0.75,0.5,0.5,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_F010,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F011,2,4,3,0.25,0.75,0.5,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F012,3,3,2,0.5,0.5,0.25,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F013,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_F014,2,4,3,0.25,0.75,0.5,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F015,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F016,2,4,3,0.25,0.75,0.5,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F017,1,4,4,0.0,0.75,0.75,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F018,2,4,3,0.25,0.75,0.5,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F019,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F020,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F021,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F022,2,4,3,0.25,0.75,0.5,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F023,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F024,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F025,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e3_atr.txt,content
Ses01F_impro05_F026,3,3,2,0.5,0.5,0.25,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F027,4,3,3,0.75,0.5,0.5,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_F028,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_F029,4,4,3,0.75,0.75,0.5,Ses01F_impro05_e3_atr.txt,excited
Ses01F_impro05_F030,4,3,3,0.75,0.5,0.5,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M000,4,2,1,0.75,0.25,0.0,Ses01F_impro05_e3_atr.txt,afraid
Ses01F_impro05_M001,4,2,1,0.75,0.25,0.0,Ses01F_impro05_e3_atr.txt,afraid
Ses01F_impro05_M002,4,2,1,0.75,0.25,0.0,Ses01F_impro05_e3_atr.txt,afraid
Ses01F_impro05_M003,4,2,1,0.75,0.25,0.0,Ses01F_impro05_e3_atr.txt,afraid
Ses01F_impro05_M004,5,3,1,1.0,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M005,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M006,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M007,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M008,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M009,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M010,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M011,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M012,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M013,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M014,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M015,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M016,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M017,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M018,3,3,2,0.5,0.5,0.25,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_M019,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M020,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M021,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M022,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M023,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_M024,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_M025,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M026,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M027,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M028,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M029,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M030,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M031,4,3,2,0.75,0.5,0.25,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M032,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_M033,3,3,1,0.5,0.5,0.0,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_M034,3,3,2,0.5,0.5,0.25,Ses01F_impro05_e3_atr.txt,happy
Ses01F_impro05_M035,4,3,1,0.75,0.5,0.0,Ses01F_impro05_e3_atr.txt,neutral
Ses01F_impro05_F000,4,2,2,0.75,0.25,0.25,Ses01F_impro05_e4_atr.txt,afraid
Ses01F_impro05_F001,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F002,4,4,4,0.75,0.75,0.75,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro05_F003,3,4,4,0.5,0.75,0.75,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F004,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F005,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F006,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F007,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F008,3,4,4,0.5,0.75,0.75,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F009,3,4,4,0.5,0.75,0.75,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F010,1,4,4,0.0,0.75,0.75,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F011,1,4,4,0.0,0.75,0.75,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F012,2,4,4,0.25,0.75,0.75,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F013,3,5,4,0.5,1.0,0.75,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F014,2,5,5,0.25,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F015,1,5,5,0.0,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F016,1,5,5,0.0,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F017,1,5,5,0.0,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F018,2,5,5,0.25,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F019,2,5,5,0.25,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F020,1,5,5,0.0,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F021,1,5,5,0.0,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F022,1,5,5,0.0,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F023,3,5,5,0.5,1.0,1.0,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F024,3,5,5,0.5,1.0,1.0,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F025,1,5,5,0.0,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F026,2,5,5,0.25,1.0,1.0,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F027,3,5,5,0.5,1.0,1.0,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F028,3,5,5,0.5,1.0,1.0,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_F029,2,5,4,0.25,1.0,0.75,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_F030,2,5,4,0.25,1.0,0.75,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_M000,3,2,3,0.5,0.25,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M001,3,2,3,0.5,0.25,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M002,3,2,3,0.5,0.25,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M003,3,2,3,0.5,0.25,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M004,4,2,3,0.75,0.25,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M005,3,2,3,0.5,0.25,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M006,3,2,3,0.5,0.25,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M007,3,2,3,0.5,0.25,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M008,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M009,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M010,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M011,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M012,4,4,2,0.75,0.75,0.25,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro05_M013,4,4,2,0.75,0.75,0.25,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro05_M014,3,4,2,0.5,0.75,0.25,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M015,4,4,2,0.75,0.75,0.25,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro05_M016,3,4,2,0.5,0.75,0.25,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M017,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M018,2,3,3,0.25,0.5,0.5,Ses01F_impro05_e4_atr.txt,neutral
Ses01F_impro05_M019,4,4,3,0.75,0.75,0.5,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro05_M020,4,4,3,0.75,0.75,0.5,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro05_M021,3,4,2,0.5,0.75,0.25,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M022,4,4,3,0.75,0.75,0.5,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro05_M023,2,4,2,0.25,0.75,0.25,Ses01F_impro05_e4_atr.txt,content
Ses01F_impro05_M024,3,4,2,0.5,0.75,0.25,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M025,3,4,2,0.5,0.75,0.25,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M026,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M027,3,4,2,0.5,0.75,0.25,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M028,3,4,2,0.5,0.75,0.25,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M029,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M030,3,3,2,0.5,0.5,0.25,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M031,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M032,3,3,3,0.5,0.5,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M033,3,4,3,0.5,0.75,0.5,Ses01F_impro05_e4_atr.txt,happy
Ses01F_impro05_M034,4,4,3,0.75,0.75,0.5,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro05_M035,4,4,2,0.75,0.75,0.25,Ses01F_impro05_e4_atr.txt,excited
Ses01F_impro06_F000,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F001,4,4,1,0.75,0.75,0.0,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_F002,4,4,2,0.75,0.75,0.25,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_F003,4,4,2,0.75,0.75,0.25,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_F004,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F005,4,4,4,0.75,0.75,0.75,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_F006,3,2,4,0.5,0.25,0.75,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F007,3,3,4,0.5,0.5,0.75,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_F008,2,3,4,0.25,0.5,0.75,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F009,3,3,4,0.5,0.5,0.75,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_F010,3,4,3,0.5,0.75,0.5,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_F011,3,4,4,0.5,0.75,0.75,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_F012,3,4,4,0.5,0.75,0.75,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_F013,4,4,1,0.75,0.75,0.0,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_F014,3,3,3,0.5,0.5,0.5,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_F015,4,4,2,0.75,0.75,0.25,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_F016,3,2,4,0.5,0.25,0.75,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F017,4,2,3,0.75,0.25,0.5,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F018,3,2,4,0.5,0.25,0.75,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F019,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F020,3,3,4,0.5,0.5,0.75,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_F021,3,4,4,0.5,0.75,0.75,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_F022,4,2,3,0.75,0.25,0.5,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F023,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F024,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_F025,2,2,4,0.25,0.25,0.75,Ses01F_impro06_e1_atr.txt,sad
Ses01F_impro06_F026,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_F027,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_F028,3,4,4,0.5,0.75,0.75,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_M000,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M001,3,4,3,0.5,0.75,0.5,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_M002,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_M003,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e1_atr.txt,excited
Ses01F_impro06_M004,4,3,1,0.75,0.5,0.0,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M005,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M006,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M007,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M008,3,3,3,0.5,0.5,0.5,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_M009,3,3,2,0.5,0.5,0.25,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_M010,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M011,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M012,3,4,3,0.5,0.75,0.5,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_M013,3,3,3,0.5,0.5,0.5,Ses01F_impro06_e1_atr.txt,happy
Ses01F_impro06_M014,4,3,1,0.75,0.5,0.0,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M015,4,3,1,0.75,0.5,0.0,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M016,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e1_atr.txt,neutral
Ses01F_impro06_M017,4,2,1,0.75,0.25,0.0,Ses01F_impro06_e1_atr.txt,afraid
Ses01F_impro06_F000,4,2,4,0.75,0.25,0.75,Ses01F_impro06_e2_atr.txt,angry
Ses01F_impro06_F001,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F002,5,4,3,1.0,0.75,0.5,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F003,4,2,3,0.75,0.25,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_F004,4,2,3,0.75,0.25,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_F005,4,4,4,0.75,0.75,0.75,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F006,3,3,4,0.5,0.5,0.75,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_F007,3,2,4,0.5,0.25,0.75,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_F008,3,4,3,0.5,0.75,0.5,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_F009,3,4,3,0.5,0.75,0.5,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_F010,4,4,4,0.75,0.75,0.75,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F011,3,4,4,0.5,0.75,0.75,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_F012,2,4,5,0.25,0.75,1.0,Ses01F_impro06_e2_atr.txt,content
Ses01F_impro06_F013,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F014,3,3,2,0.5,0.5,0.25,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_F015,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F016,3,2,3,0.5,0.25,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_F017,2,2,4,0.25,0.25,0.75,Ses01F_impro06_e2_atr.txt,sad
Ses01F_impro06_F018,3,2,3,0.5,0.25,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_F019,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F020,3,4,4,0.5,0.75,0.75,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_F021,3,4,4,0.5,0.75,0.75,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_F022,2,2,4,0.25,0.25,0.75,Ses01F_impro06_e2_atr.txt,sad
Ses01F_impro06_F023,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F024,4,5,3,0.75,1.0,0.5,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F025,3,4,5,0.5,0.75,1.0,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_F026,2,3,4,0.25,0.5,0.75,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_F027,4,4,4,0.75,0.75,0.75,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_F028,2,2,4,0.25,0.25,0.75,Ses01F_impro06_e2_atr.txt,sad
Ses01F_impro06_M000,4,4,3,0.75,0.75,0.5,Ses01F_impro06_e2_atr.txt,excited
Ses01F_impro06_M001,3,3,4,0.5,0.5,0.75,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_M002,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M003,4,3,4,0.75,0.5,0.75,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M004,2,3,4,0.25,0.5,0.75,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M005,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M006,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M007,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M008,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M009,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M010,3,3,4,0.5,0.5,0.75,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_M011,4,3,3,0.75,0.5,0.5,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M012,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M013,4,3,2,0.75,0.5,0.25,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M014,3,3,3,0.5,0.5,0.5,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_M015,2,3,4,0.25,0.5,0.75,Ses01F_impro06_e2_atr.txt,neutral
Ses01F_impro06_M016,3,3,2,0.5,0.5,0.25,Ses01F_impro06_e2_atr.txt,happy
Ses01F_impro06_M017,2,2,4,0.25,0.25,0.75,Ses01F_impro06_e2_atr.txt,sad
Ses01F_impro07_F000,1,1,4,0.0,0.0,0.75,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_F001,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_F002,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_F003,2,2,4,0.25,0.25,0.75,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_F004,3,3,3,0.5,0.5,0.5,Ses01F_impro07_e1_atr.txt,happy
Ses01F_impro07_F005,2,1,4,0.25,0.0,0.75,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_F006,3,2,3,0.5,0.25,0.5,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_F007,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_F008,3,2,3,0.5,0.25,0.5,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_F009,4,2,2,0.75,0.25,0.25,Ses01F_impro07_e1_atr.txt,afraid
Ses01F_impro07_F010,2,1,3,0.25,0.0,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_F011,3,2,3,0.5,0.25,0.5,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_F012,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_F013,3,2,3,0.5,0.25,0.5,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_F014,3,2,3,0.5,0.25,0.5,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_F015,3,2,2,0.5,0.25,0.25,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_F016,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_M000,4,3,2,0.75,0.5,0.25,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_M001,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_M002,3,2,3,0.5,0.25,0.5,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_M003,3,2,2,0.5,0.25,0.25,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_M004,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_M005,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_M006,2,2,3,0.25,0.25,0.5,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_M007,2,2,4,0.25,0.25,0.75,Ses01F_impro07_e1_atr.txt,sad
Ses01F_impro07_M008,4,2,2,0.75,0.25,0.25,Ses01F_impro07_e1_atr.txt,afraid
Ses01F_impro07_M009,3,3,3,0.5,0.5,0.5,Ses01F_impro07_e1_atr.txt,happy
Ses01F_impro07_M010,3,3,2,0.5,0.5,0.25,Ses01F_impro07_e1_atr.txt,happy
Ses01F_impro07_M011,4,3,2,0.75,0.5,0.25,Ses01F_impro07_e1_atr.txt,neutral
Ses01F_impro07_M012,4,3,3,0.75,0.5,0.5,Ses01F_impro07_e1_atr.txt,neutral
